hostname,ip,mac,operating_system,ram_gb,cpu_cores,department,environment,owner
srv-security-0647,10.79.49.84,86:b0:b7:23:85:e3,Windows Server 2016,2,4,Security,development,María Pilar del Fajardo
srv-finance-0648,10.106.105.58,08:b6:56:c9:cf:1e,Windows Server 2022,4,16,Finance,testing,Violeta de Medina
srv-it-0649,10.198.157.19,0e:85:55:ad:cf:69,Windows Server 2012,8,4,IT,development,Paulina Montenegro Hervás
srv-finance-0650,10.152.60.149,2e:d0:14:06:83:2e,Windows Server 2022,4,2,Finance,development,Martina Leocadia Diego Galván
srv-it-0651,10.234.50.204,b6:69:62:44:e8:15,Rocky Linux 9,64,4,IT,staging,Vasco del Corbacho
srv-it-0652,10.29.160.36,f8:99:fa:26:f6:6a,Ubuntu Server 24.04,64,16,IT,staging,Dulce Gomila Mascaró
srv-management-0653,10.172.63.250,04:e1:01:56:42:68,Debian 12,32,2,Management,production,Pili Escalona
srv-finance-0654,10.178.53.106,d8:e5:eb:24:79:80,Rocky Linux 9,32,8,Finance,testing,Kike del Mascaró
srv-security-0655,10.47.201.36,3a:7d:e8:66:03:07,Rocky Linux 9,64,2,Security,testing,Berta Delia Santamaría Varela
srv-operations-0656,10.203.23.194,e4:cf:2c:47:87:1c,Windows Server 2016,2,8,Operations,development,Ezequiel de Barceló
srv-hr-0657,10.219.112.231,84:0c:f9:05:9d:8f,Rocky Linux 9,64,4,HR,staging,Nydia Meléndez Gascón
srv-it-0658,10.237.53.128,56:9b:a2:6c:d2:26,Windows Server 2012,4,4,IT,staging,Desiderio Rubio-Santos
srv-security-0659,10.179.110.99,c2:92:6c:e6:00:8f,Windows Server 2022,64,4,Security,development,Marisela Huertas
srv-finance-0660,10.94.200.133,e4:a2:ed:79:d1:66,Ubuntu Server 22.04,64,4,Finance,staging,Eligio Palau Heredia
srv-it-0661,10.186.73.252,0e:ff:fd:6e:6a:9c,Windows Server 2022,8,4,IT,production,Hector Jorge Vicente Molins
srv-hr-0662,10.18.199.108,38:aa:2a:c0:9e:32,Ubuntu Server 24.04,2,2,HR,production,Abraham Oller Barceló
srv-finance-0663,10.29.33.161,aa:73:7f:99:00:56,Windows Server 2012,4,16,Finance,testing,Apolinar Figueras Ferrán
srv-operations-0664,10.4.109.25,f2:f0:ac:c1:84:4d,Ubuntu Server 22.04,4,16,Operations,staging,Jenny Anaya Bilbao
srv-it-0665,10.6.87.172,58:ce:e8:ec:55:3f,Windows Server 2016,2,16,IT,production,Epifanio Cañas Carbonell
srv-it-0666,10.12.4.122,de:5c:33:75:78:55,Windows Server 2016,2,4,IT,production,Rosendo Hoz Téllez
srv-operations-0667,10.192.196.227,00:8a:5c:0b:d0:66,Ubuntu Server 24.04,2,4,Operations,testing,Nerea Beltrán-Cuenca
srv-hr-0668,10.47.22.158,9a:ed:ba:fb:79:bd,Windows Server 2019,2,4,HR,testing,Áurea de Oliva
srv-operations-0669,10.249.223.139,9a:c9:86:b4:f5:8a,Windows Server 2016,64,8,Operations,production,Felicidad Roura Pombo
srv-it-0670,10.127.221.199,06:30:78:52:d0:f9,Debian 12,64,2,IT,staging,Ariel Torrent Donaire
srv-development-0671,10.73.156.63,fa:1a:bb:c8:b3:4a,Windows Server 2012,4,16,Development,testing,Amaya Botella Checa
srv-it-0672,10.69.92.37,92:88:f6:00:76:71,Debian 12,8,16,IT,production,Cayetano Raúl Peral Cifuentes
srv-operations-0673,10.112.215.151,74:1b:f3:f5:b2:7a,Windows Server 2016,64,4,Operations,staging,Rosalina Bermúdez Galvez
srv-hr-0674,10.61.85.205,02:27:83:37:39:d0,Rocky Linux 9,32,2,HR,development,Isabel del Diego
srv-management-0675,10.118.123.157,98:46:9b:ee:b2:78,Windows Server 2012,32,2,Management,development,Eleuterio Porta Garmendia
srv-development-0676,10.188.139.242,f8:7f:99:bf:f3:a6,Ubuntu Server 24.04,64,4,Development,staging,Tadeo Cuesta Sanchez
srv-hr-0677,10.37.190.197,0a:e2:00:0b:5d:94,Windows Server 2012,64,16,HR,development,Celso Martorell Barceló
srv-finance-0678,10.74.118.58,48:c0:9a:44:0f:5d,Rocky Linux 9,8,2,Finance,testing,Artemio Palomo Tirado
srv-finance-0679,10.29.75.13,80:f0:ae:57:79:98,Windows Server 2012,8,4,Finance,production,Dalila Velasco-Lamas
srv-management-0680,10.146.25.103,98:a6:a8:25:1c:0f,Windows Server 2019,8,2,Management,development,Pía Corral
srv-management-0681,10.199.95.35,ec:d4:04:0e:6e:c6,Windows Server 2012,32,16,Management,testing,Angelita Amelia Miralles Duarte
srv-security-0682,10.231.132.101,de:89:e0:22:d9:52,Windows Server 2022,32,8,Security,development,Cintia Sala Valero
srv-hr-0683,10.22.150.222,50:22:ec:3b:54:36,Debian 12,16,4,HR,staging,Trinidad Llopis Alcalá
srv-management-0684,10.26.191.114,56:41:b8:79:c5:04,Debian 12,2,2,Management,staging,Xiomara Ferrándiz Franco
srv-operations-0685,10.106.249.229,60:84:aa:82:c3:84,Windows Server 2016,8,8,Operations,production,Rubén Garzón
srv-management-0686,10.183.1.38,de:18:0c:19:10:e0,Windows Server 2019,8,8,Management,staging,Lalo Mosquera Bustamante
srv-development-0687,10.67.24.20,bc:66:0c:ef:e7:6b,Windows Server 2019,16,2,Development,staging,Albina Pérez Bustos
srv-operations-0688,10.106.139.28,2e:ad:99:6c:0f:cc,Ubuntu Server 24.04,8,8,Operations,development,Ani Aramburu-Barón
srv-operations-0689,10.128.231.155,ca:10:dc:96:2c:a1,Rocky Linux 9,64,4,Operations,testing,Jacobo Cal Morante
srv-operations-0690,10.232.42.239,68:59:0f:df:21:e4,Windows Server 2012,16,4,Operations,testing,Alejo Valencia Jove
srv-development-0691,10.205.190.6,a8:4d:f6:9f:c9:ea,Windows Server 2016,32,16,Development,production,Vidal Paredes Llabrés
srv-development-0692,10.200.163.184,92:a9:e4:50:67:7c,Ubuntu Server 24.04,8,2,Development,production,Camilo Morante Pinto
srv-finance-0693,10.131.60.201,de:ca:68:c1:bd:ad,Windows Server 2016,64,4,Finance,staging,Juan Manuel Fortuny Carrera
srv-hr-0694,10.0.171.143,92:85:5e:bb:9c:19,Debian 12,16,4,HR,testing,Irma Rosa Montalbán Grau
srv-it-0695,10.180.130.8,6a:20:4d:48:23:e3,Windows Server 2016,32,4,IT,testing,Bernardo Almagro Varela
srv-management-0696,10.164.42.16,6c:50:dc:c2:88:38,Rocky Linux 9,8,2,Management,staging,Lilia Sáez-Verdejo
srv-operations-0697,10.242.93.218,36:79:4f:6b:fc:4f,Ubuntu Server 24.04,32,4,Operations,testing,Pancho Agapito Cabello Castejón
srv-finance-0698,10.226.125.144,bc:e6:c7:b6:e3:08,Rocky Linux 9,32,16,Finance,development,Noé de Manjón
srv-hr-0699,10.254.93.9,a6:48:81:56:e0:91,Ubuntu Server 22.04,32,16,HR,production,Victoria Bello
srv-finance-0700,10.52.13.201,60:59:24:03:8a:21,Ubuntu Server 24.04,16,2,Finance,production,Cándida Berta Escudero Jove
srv-security-0701,10.83.166.54,c8:d4:19:c2:cf:a4,Windows Server 2016,4,8,Security,production,Felix Teruel-Goñi
srv-security-0702,10.181.55.214,78:4b:a6:87:0a:ed,Windows Server 2022,32,8,Security,testing,Ignacia Paz Toro Jurado
srv-finance-0703,10.253.76.85,2e:21:ce:a5:47:69,Debian 12,64,16,Finance,production,Ariadna Jurado
srv-it-0704,10.120.60.141,50:f2:6b:9a:fa:da,Windows Server 2019,64,16,IT,development,Marta Hervás
srv-management-0705,10.87.224.62,48:df:19:f1:d6:bf,Debian 12,32,8,Management,production,Lisandro Alvarez Pizarro
srv-operations-0706,10.202.135.162,42:c8:00:24:68:a7,Windows Server 2012,32,8,Operations,testing,Jordán Donoso Cabello
srv-security-0707,10.60.132.85,84:d2:bb:33:fb:b8,Ubuntu Server 22.04,4,4,Security,staging,Marino Tudela Oliveras
srv-security-0708,10.34.212.195,40:a1:e1:eb:58:ad,Windows Server 2022,16,8,Security,testing,Celestino Mora Flor
srv-security-0709,10.24.6.248,80:a3:0f:ee:98:7a,Windows Server 2012,8,16,Security,staging,Carlito Montero Nuñez
srv-it-0710,10.64.131.172,8e:20:af:45:11:2c,Ubuntu Server 22.04,8,8,IT,staging,Xiomara Caro Haro
srv-management-0711,10.212.68.94,38:d0:f8:7b:d5:a0,Windows Server 2016,16,2,Management,development,Ángel Valbuena Soler
srv-finance-0712,10.232.11.33,56:e8:51:a2:07:da,Windows Server 2016,32,8,Finance,testing,Amalia Ruiz-Martín
srv-development-0713,10.61.2.83,88:13:31:92:08:db,Windows Server 2016,16,4,Development,staging,Mariano Niño Solano
srv-development-0714,10.133.217.215,56:fa:d3:2b:94:11,Windows Server 2016,8,2,Development,staging,Régulo Agustí Marquez
srv-hr-0715,10.56.112.105,e2:19:b5:a1:05:3d,Ubuntu Server 22.04,16,2,HR,testing,Ezequiel Ibarra Dominguez
srv-development-0716,10.111.235.86,aa:e8:e9:aa:e3:5a,Windows Server 2016,8,16,Development,development,Luna Ferrández Trillo
srv-management-0717,10.85.249.185,16:b0:5b:95:21:c3,Ubuntu Server 22.04,32,16,Management,staging,Lucho Palomo Bastida
srv-hr-0718,10.90.40.221,c2:a0:37:a7:74:9c,Rocky Linux 9,4,8,HR,development,Tito del Blázquez
srv-operations-0719,10.187.246.222,06:71:6f:76:cf:0a,Windows Server 2022,8,16,Operations,development,Remedios Magdalena Belmonte Varela
srv-operations-0720,10.63.1.68,3a:98:3b:cc:5f:d1,Ubuntu Server 22.04,4,4,Operations,development,Gerardo Rubio Quintana
srv-development-0721,10.5.197.238,0e:a8:ef:6a:f3:51,Debian 12,16,4,Development,development,Flor Trujillo-Rius
srv-it-0722,10.69.222.192,fc:77:99:9a:9c:45,Ubuntu Server 22.04,64,8,IT,development,Onofre Ugarte
srv-hr-0723,10.235.23.127,3e:35:42:c2:0b:29,Windows Server 2019,2,16,HR,staging,Sara Mínguez Uribe
srv-management-0724,10.99.175.215,ec:33:68:16:9d:ce,Debian 12,8,4,Management,staging,Noé Goicoechea Carro
srv-operations-0725,10.113.180.50,c2:e4:92:dc:67:61,Windows Server 2016,8,4,Operations,staging,Adalberto Coronado Osuna
srv-operations-0726,10.215.212.1,7a:cf:6b:7a:19:af,Windows Server 2019,4,2,Operations,production,Rafa Alcalde-Carrillo
srv-development-0727,10.69.112.94,fc:ff:f3:f4:ea:af,Rocky Linux 9,4,4,Development,production,Ernesto Joel Villar Perea
srv-hr-0728,10.177.131.145,2c:07:f5:2a:b5:dc,Ubuntu Server 24.04,16,4,HR,production,Segismundo Dominguez Peiró
srv-operations-0729,10.251.11.121,06:de:75:00:e5:0b,Debian 12,16,4,Operations,production,Angelita Planas-Torralba
srv-finance-0730,10.186.46.221,4c:6d:7c:81:59:cf,Rocky Linux 9,16,2,Finance,staging,Montserrat Domingo Calzada
srv-operations-0731,10.1.171.166,66:45:94:6e:a6:8b,Ubuntu Server 22.04,4,2,Operations,development,Anselma Lobato Hernandez
srv-development-0732,10.228.139.18,22:9a:91:4a:70:ba,Windows Server 2022,32,2,Development,development,Plácido Pla Carreño
srv-operations-0733,10.30.244.71,b0:d5:14:fb:06:1e,Ubuntu Server 24.04,64,8,Operations,testing,Miriam Esparza Abad
srv-operations-0734,10.58.11.74,60:e9:9b:b1:5a:4b,Windows Server 2012,16,4,Operations,development,Natalia Barrena Beltran
srv-development-0735,10.65.106.10,4c:43:13:33:e7:d9,Ubuntu Server 22.04,4,8,Development,production,Úrsula Lumbreras-Serrano
srv-development-0736,10.197.81.213,2a:23:a8:33:2f:d5,Ubuntu Server 22.04,32,2,Development,development,Eduardo Jove Cervera
srv-it-0737,10.154.79.241,50:c8:98:8b:3a:be,Ubuntu Server 24.04,4,8,IT,testing,René Giralt Cabanillas
srv-operations-0738,10.9.166.56,76:15:e0:4e:7e:c2,Rocky Linux 9,2,4,Operations,development,Julieta Zorrilla Antúnez
srv-finance-0739,10.253.24.150,80:11:f3:ed:39:c2,Rocky Linux 9,64,16,Finance,staging,Adelardo Sosa
srv-management-0740,10.63.102.202,fa:52:69:ca:0e:16,Windows Server 2022,64,2,Management,production,Leticia Oliveras Barón
srv-security-0741,10.244.143.175,e8:9c:7b:12:33:1f,Ubuntu Server 22.04,2,16,Security,production,Norberto Royo Barriga
srv-development-0742,10.3.166.236,86:43:53:79:b8:af,Windows Server 2012,32,4,Development,testing,Eulalia Cáceres Collado
srv-development-0743,10.255.56.20,b6:8f:7a:37:a2:39,Windows Server 2022,16,4,Development,production,Benito Falcón Perelló
srv-it-0744,10.147.147.83,f6:db:7d:b8:69:b7,Windows Server 2022,16,16,IT,staging,Leocadia Guardia
srv-hr-0745,10.193.248.132,b4:fc:e2:78:d5:93,Windows Server 2022,4,2,HR,staging,Emiliana Blanca
srv-finance-0746,10.27.6.216,8e:aa:a6:9f:30:06,Rocky Linux 9,2,16,Finance,staging,Eutimio Vizcaíno
srv-finance-0747,10.220.22.253,ce:ae:48:1e:40:ea,Windows Server 2022,8,8,Finance,testing,Gilberto Casanova Sáenz
srv-finance-0748,10.147.34.220,44:32:b0:5e:ab:9e,Ubuntu Server 22.04,32,2,Finance,testing,Sigfrido Fernandez Aroca
srv-finance-0749,10.133.83.245,a0:31:b0:83:8a:e8,Windows Server 2016,2,16,Finance,production,Azucena Camps Hidalgo
srv-development-0750,10.30.22.202,98:c7:48:ff:b5:0e,Windows Server 2016,4,4,Development,development,Samanta Revilla Esteve
srv-development-0751,10.60.255.143,78:be:b8:82:7b:a6,Debian 12,64,16,Development,testing,Flor Rosales Cerro
srv-management-0752,10.155.124.194,a8:ae:00:e0:53:ee,Windows Server 2016,16,2,Management,production,Evangelina Peinado Huguet
srv-management-0753,10.219.144.58,26:c5:c8:eb:aa:38,Rocky Linux 9,2,16,Management,development,Amparo Nicolás Barberá
srv-operations-0754,10.129.139.10,ee:3e:95:9b:ba:4c,Windows Server 2016,8,16,Operations,production,Máximo Corral Goñi
srv-management-0755,10.146.37.55,62:34:f6:35:62:2c,Debian 12,32,16,Management,production,Pili Rios-Lara
srv-operations-0756,10.210.212.118,e4:bc:5d:c9:ad:8d,Rocky Linux 9,8,2,Operations,development,Nicodemo Collado Valenzuela
srv-security-0757,10.17.117.134,b6:d6:b1:ae:05:32,Windows Server 2016,4,16,Security,development,Loreto Calatayud Cid
srv-management-0758,10.114.7.194,04:78:28:d9:21:df,Windows Server 2019,32,2,Management,testing,Valentín Dávila Lastra
srv-finance-0759,10.10.146.187,56:c5:e1:c2:95:45,Debian 12,16,2,Finance,development,Eliseo Carballo Anaya
srv-operations-0760,10.127.182.90,b6:f0:8f:d9:2a:1c,Windows Server 2022,64,8,Operations,development,Ileana Valverde Raya
srv-it-0761,10.40.104.195,4c:22:00:61:5f:52,Rocky Linux 9,32,2,IT,testing,Adora Escolano Domínguez
srv-finance-0762,10.188.165.68,06:34:c4:64:74:54,Windows Server 2019,8,2,Finance,staging,Eugenia Estela Agustín Araujo
srv-operations-0763,10.149.231.21,4e:63:86:da:e0:ed,Ubuntu Server 22.04,4,8,Operations,development,Débora Casas Angulo
srv-it-0764,10.84.229.231,bc:86:fa:a9:bf:8d,Windows Server 2012,32,16,IT,testing,Leonel Díez Echevarría
srv-management-0765,10.18.57.172,06:a0:3e:6e:82:a2,Ubuntu Server 24.04,8,16,Management,staging,Juan Francisco Franch Rivera
srv-operations-0766,10.16.23.117,00:20:30:dc:68:94,Debian 12,4,2,Operations,staging,Remigio Roselló
srv-development-0767,10.185.79.247,92:55:f9:c8:69:22,Windows Server 2019,8,2,Development,testing,Cándida Baquero
srv-management-0768,10.193.83.219,e0:c1:66:ca:35:a8,Windows Server 2022,64,4,Management,testing,Morena Ros Ramón
srv-operations-0769,10.195.67.165,7a:29:bf:59:6c:c5,Windows Server 2012,64,8,Operations,production,Gloria Tolosa Cáceres
srv-development-0770,10.69.138.131,66:39:b5:75:66:39,Windows Server 2022,16,4,Development,testing,Felicidad Bueno Ferreras
srv-development-0771,10.160.159.53,3a:36:d3:86:cb:5e,Windows Server 2019,64,16,Development,production,Yéssica del Vallejo
srv-it-0772,10.89.94.44,d4:a1:af:46:51:93,Windows Server 2016,32,16,IT,development,Che Correa Castells
srv-operations-0773,10.84.113.87,c6:0b:27:88:4b:39,Windows Server 2016,4,2,Operations,staging,Eric Frutos-Bonet
srv-development-0774,10.168.21.125,ee:96:82:ca:a9:81,Ubuntu Server 24.04,4,4,Development,testing,Máxima Nadia Luque Boix
srv-finance-0775,10.247.182.237,80:d3:d6:e9:3f:cf,Rocky Linux 9,4,8,Finance,development,Clemente Farré Higueras
srv-security-0776,10.192.87.66,46:95:5b:37:d0:dc,Windows Server 2022,16,16,Security,production,Rosalía Llano Llorens
srv-it-0777,10.97.94.157,5c:32:c9:b6:a2:66,Windows Server 2012,8,4,IT,staging,Fermín Naranjo Palma
srv-management-0778,10.167.1.80,96:19:0d:79:48:d3,Ubuntu Server 24.04,32,2,Management,testing,Teodosio Llamas Puerta
srv-development-0779,10.176.64.114,0e:ca:37:38:f8:6b,Ubuntu Server 22.04,16,4,Development,development,Casandra Barrera Villegas
srv-operations-0780,10.22.68.137,2e:2f:03:d3:9e:01,Ubuntu Server 22.04,4,8,Operations,production,Mónica de Portillo
srv-operations-0781,10.161.113.59,90:53:0e:8d:b2:9a,Rocky Linux 9,32,4,Operations,testing,Pepe Castellanos Burgos
srv-security-0782,10.48.20.137,8a:21:9a:f4:44:d2,Debian 12,16,8,Security,staging,Nuria Constanza Belmonte Sola
srv-operations-0783,10.89.18.91,76:d3:41:33:4e:ff,Ubuntu Server 22.04,16,8,Operations,development,Dulce Lorenzo Leon
srv-finance-0784,10.85.34.48,22:09:6c:58:92:54,Windows Server 2012,2,4,Finance,production,Rosario Castañeda Correa
srv-management-0785,10.70.208.103,ce:21:e5:84:38:5a,Rocky Linux 9,64,4,Management,testing,Olimpia Rivas Cañellas
srv-finance-0786,10.145.178.29,ca:18:58:c0:f0:81,Windows Server 2016,4,4,Finance,development,Virgilio Garriga-Cepeda
srv-operations-0787,10.102.71.17,24:cd:21:25:34:85,Debian 12,32,16,Operations,production,Magdalena Cerro Navas
srv-operations-0788,10.150.74.96,4c:4c:df:3a:cf:57,Ubuntu Server 24.04,16,16,Operations,staging,Julián Carbajo Gárate
srv-it-0789,10.179.160.25,0e:1e:43:0a:0f:4c,Debian 12,8,16,IT,staging,Florentino del Fajardo
srv-finance-0790,10.69.177.77,ee:94:3e:a1:a7:22,Ubuntu Server 22.04,4,4,Finance,testing,Rosa María Rius Tello
srv-management-0791,10.216.242.32,76:86:01:11:b5:3e,Ubuntu Server 22.04,8,4,Management,staging,Aurelia Barrios Granados
srv-security-0792,10.93.159.28,34:30:79:5c:da:95,Windows Server 2016,8,4,Security,testing,Claudio Hernando Busquets
srv-finance-0793,10.71.120.196,8a:ce:7e:1e:0a:c7,Windows Server 2019,2,4,Finance,testing,Galo Casemiro Rivero Mayol
srv-development-0794,10.163.108.223,1e:7b:7d:cd:34:41,Windows Server 2019,32,16,Development,staging,Gil Telmo Baeza Blazquez
srv-management-0795,10.158.43.115,c2:d7:eb:88:0d:6b,Windows Server 2012,4,16,Management,production,Fortunato Verdú Escalona
srv-development-0796,10.68.157.71,b4:a9:1b:c2:58:e2,Windows Server 2016,16,2,Development,testing,Carmela Zapata
srv-development-0797,10.161.226.107,d4:ec:cb:7d:81:ee,Ubuntu Server 22.04,8,2,Development,development,Eric Josep Ibáñez Tamayo
srv-management-0798,10.70.28.47,64:ed:94:27:1f:cd,Windows Server 2019,32,4,Management,testing,Carmina Bayo Costa
srv-security-0799,10.75.182.33,38:40:49:da:ad:bd,Windows Server 2022,8,4,Security,staging,María Barco
srv-finance-0800,10.227.217.196,36:92:ae:72:cd:19,Ubuntu Server 22.04,32,2,Finance,staging,Ricardo Franch Chico
srv-security-0801,10.169.236.4,1c:b8:c9:66:a1:a3,Windows Server 2016,32,8,Security,production,Regina Priego
srv-hr-0802,10.153.202.45,36:5c:3b:58:50:00,Debian 12,32,8,HR,development,Marciano Suarez-Niño
srv-management-0803,10.30.5.85,9a:8b:c5:25:b2:fd,Windows Server 2019,32,4,Management,staging,Chucho Gracia Quintero
srv-it-0804,10.205.159.188,e2:53:5c:18:13:79,Windows Server 2012,2,4,IT,production,Máximo Cuevas Farré
srv-security-0805,10.225.180.175,5a:f9:08:66:35:30,Windows Server 2022,64,16,Security,staging,Dionisio Ferrero-Cervantes
srv-finance-0806,10.22.187.208,32:8a:e0:bc:06:43,Windows Server 2016,8,16,Finance,testing,Carmelita Asensio
srv-development-0807,10.20.230.224,84:c7:56:b4:f4:16,Windows Server 2022,64,2,Development,testing,Augusto Vallejo Carbonell
srv-hr-0808,10.44.152.120,e0:c1:e7:14:85:11,Rocky Linux 9,16,16,HR,production,Paula Quintana
srv-security-0809,10.92.148.118,32:af:e6:52:69:0a,Ubuntu Server 22.04,16,4,Security,development,Estrella Posada Moles
srv-operations-0810,10.199.17.46,be:f5:7e:8a:28:e5,Ubuntu Server 24.04,16,16,Operations,production,Emelina Bonet Pons
srv-management-0811,10.184.172.140,e0:9e:e7:a6:43:e0,Ubuntu Server 22.04,8,2,Management,development,Águeda Saldaña Madrid
srv-finance-0812,10.168.67.90,8c:74:d3:4e:bd:9a,Debian 12,64,2,Finance,staging,Amada Mendizábal
srv-development-0813,10.189.168.94,3a:e5:e6:21:0d:b3,Windows Server 2019,16,8,Development,testing,Leonardo Juliá Posada
srv-security-0814,10.103.92.183,2a:18:fe:b3:fd:1a,Windows Server 2016,8,8,Security,staging,Carmelita Moll Torrent
srv-security-0815,10.71.190.92,78:20:41:f2:5b:d2,Windows Server 2016,16,16,Security,staging,Eduardo Andreu-Rivera
srv-finance-0816,10.0.137.131,1a:96:c3:ec:96:82,Windows Server 2019,2,8,Finance,development,Pepita Pacheco-Melero
srv-operations-0817,10.120.24.82,b8:f6:d5:8f:c9:c4,Windows Server 2022,8,4,Operations,testing,Nilo Santiago Espada
srv-management-0818,10.78.105.79,e8:94:1c:a8:11:a8,Debian 12,4,16,Management,development,Octavio Torrent Quintana
srv-finance-0819,10.233.51.26,5e:c8:ae:4d:30:9f,Rocky Linux 9,32,2,Finance,development,Sonia Marco Velasco
srv-it-0820,10.20.240.2,06:d9:41:ef:cf:d6,Ubuntu Server 24.04,64,2,IT,production,María Jesús Martí-Canet
srv-development-0821,10.100.41.84,32:2e:e3:78:1c:22,Windows Server 2019,64,8,Development,testing,Álvaro del Catalán
srv-management-0822,10.118.208.212,f4:79:9f:86:5b:98,Debian 12,2,4,Management,staging,Anita Posada Valero
srv-finance-0823,10.4.213.61,04:53:76:78:6b:f8,Windows Server 2019,8,4,Finance,staging,Víctor Pérez
srv-development-0824,10.103.122.219,50:0a:53:b8:37:db,Windows Server 2019,16,4,Development,testing,Valentina Garrido Coloma
srv-operations-0825,10.144.146.37,d0:ec:46:90:c8:f2,Debian 12,64,2,Operations,staging,Tamara del Vargas
srv-hr-0826,10.193.107.37,10:0f:d7:86:72:ab,Ubuntu Server 22.04,4,4,HR,production,Anita Jódar Doménech
srv-development-0827,10.225.208.20,08:67:d9:bb:37:43,Ubuntu Server 24.04,32,4,Development,development,Jacinta Castillo Mur
srv-it-0828,10.60.60.146,a0:cb:27:26:27:b1,Ubuntu Server 24.04,8,16,IT,development,Josué Oliva Hervia
srv-finance-0829,10.169.134.194,7e:a4:96:6c:c4:55,Windows Server 2019,4,2,Finance,staging,Xavier Efraín Ureña Ariza
srv-development-0830,10.229.19.153,ea:b8:5d:77:f1:d5,Rocky Linux 9,4,16,Development,development,Octavia Huertas Serna
srv-operations-0831,10.248.10.229,0e:03:50:6a:65:65,Ubuntu Server 24.04,4,2,Operations,production,Elisa del Hurtado
srv-development-0832,10.112.150.37,56:cd:9a:9d:a7:8d,Ubuntu Server 24.04,4,2,Development,development,Gabino Ferrández Lloret
srv-security-0833,10.89.53.147,12:d0:53:ec:94:8f,Windows Server 2016,16,2,Security,development,Calista Emma Gaya Aller
srv-development-0834,10.63.93.94,c2:0a:e5:4f:03:40,Ubuntu Server 24.04,32,4,Development,production,Jose Angel Blazquez Iborra
srv-operations-0835,10.158.88.147,ba:f5:5e:99:38:97,Ubuntu Server 22.04,32,4,Operations,production,Concha de Folch
srv-finance-0836,10.56.94.11,a0:5c:1f:ce:6a:9d,Windows Server 2016,2,2,Finance,staging,Gabriela Bernad
srv-finance-0837,10.225.229.218,2c:c8:b9:91:61:fc,Windows Server 2019,64,8,Finance,production,Lorena Carrasco
srv-finance-0838,10.45.224.193,52:5e:bf:10:56:44,Windows Server 2019,4,8,Finance,staging,Matilde Garmendia
srv-management-0839,10.21.193.244,6e:86:f7:b9:3d:26,Debian 12,16,8,Management,development,Ambrosio Martorell
srv-development-0840,10.36.104.48,fc:fa:49:12:f6:65,Windows Server 2012,64,4,Development,development,Charo del Ojeda
srv-it-0841,10.206.215.121,e4:b3:3f:8d:9d:75,Ubuntu Server 24.04,16,4,IT,production,Amando Francisco Mascaró Nadal
srv-it-0842,10.51.205.188,36:18:39:15:be:39,Ubuntu Server 24.04,32,8,IT,testing,Maxi de Esparza
srv-it-0843,10.125.179.10,d4:ce:34:59:94:0a,Debian 12,2,16,IT,development,Amancio Piña Ballester
srv-hr-0844,10.173.247.108,cc:b4:77:fb:66:1c,Windows Server 2016,16,2,HR,staging,Esteban Huguet Borja
srv-finance-0845,10.236.95.143,ce:c9:6f:e5:38:f5,Windows Server 2012,4,2,Finance,development,Evangelina Cerdá Vizcaíno
srv-security-0846,10.252.167.148,dc:83:4e:3c:59:c8,Windows Server 2016,4,16,Security,development,Anacleto Noguera Cobos
srv-security-0847,10.158.203.192,c8:cd:03:9f:07:10,Windows Server 2016,2,8,Security,testing,Eliseo Aguiló-Palau
srv-development-0848,10.77.2.166,b4:3e:5a:ec:a7:b3,Ubuntu Server 22.04,2,4,Development,production,Remedios Pi Fonseca
srv-management-0849,10.84.114.140,56:64:6b:91:78:02,Rocky Linux 9,8,2,Management,testing,Herberto Peral Antúnez
srv-finance-0850,10.53.203.19,62:ca:98:16:13:e6,Windows Server 2012,2,8,Finance,development,Catalina Girona
srv-management-0851,10.33.99.110,66:5d:c5:1e:39:80,Windows Server 2016,32,4,Management,production,Lourdes Sabater-Madrigal
srv-hr-0852,10.224.223.238,ea:93:a9:88:4e:1c,Ubuntu Server 24.04,2,8,HR,staging,Julio César Castell
srv-finance-0853,10.233.85.153,b0:3f:1c:9d:8c:36,Rocky Linux 9,32,2,Finance,production,Encarna Tovar Esteban
srv-operations-0854,10.53.5.167,22:1d:9f:f6:9c:43,Rocky Linux 9,8,8,Operations,development,Trinidad Manjón Cadenas
srv-development-0855,10.72.105.45,9e:16:a7:dc:53:2f,Windows Server 2019,8,4,Development,development,Chus Hoz Palomo
srv-hr-0856,10.55.146.161,b6:9c:d4:94:49:a2,Windows Server 2016,8,8,HR,staging,Cristóbal Moreno Carmona
srv-hr-0857,10.165.185.28,16:ed:62:6d:65:ce,Windows Server 2016,2,8,HR,staging,Quique Dani Morán Dávila
srv-management-0858,10.250.16.185,c2:50:03:1c:0d:82,Rocky Linux 9,4,2,Management,production,Ricarda Tomas-Morata
srv-finance-0859,10.53.28.80,84:9e:f4:2d:3d:01,Debian 12,32,4,Finance,production,María Cristina Comas Angulo
srv-hr-0860,10.52.44.12,44:77:15:84:9f:1b,Windows Server 2016,32,4,HR,production,Antonia Quintana
srv-development-0861,10.81.105.78,52:db:c9:c4:43:a9,Rocky Linux 9,2,2,Development,staging,Obdulia Coello Camacho
srv-it-0862,10.251.178.222,90:44:d3:92:1b:9d,Windows Server 2012,64,2,IT,staging,Guadalupe Mendez-Lloret
